payment_id,member_id,application_id,event_id,event_attendance_id,invoice_id,payment_type,amount,currency,payment_status,payment_method,billing_period,due_date,paid_at
8583,1945,,6.0,856.0,bb4be004-4274-450c-96d3-c16518ef67f1,Event Registration,2000,DOP,Paid,Check,2025,2025-08-19 07:23:55,2025-09-01 21:04:16
8584,1481,,6.0,859.0,2c179a11-82b9-4513-a10e-242e1cc6c6ab,Event Registration,1500,DOP,Paid,Credit Card,2025,2025-09-11 07:23:55,2025-09-19 20:40:25
8585,1893,,6.0,860.0,76e1dad3-cb2c-4a72-9b08-021f4b9a81de,Event Registration,1500,DOP,Paid,Credit Card,2025,2025-09-15 07:23:55,2025-09-18 17:44:25
8586,1554,,6.0,861.0,5b327b7b-c194-4479-8175-01bf74d070c3,Event Registration,2000,DOP,Paid,Check,2025,2025-08-16 07:23:55,2025-09-11 16:52:49
8587,2121,,6.0,862.0,aab7f4be-4257-4e34-bc85-2065ad6792bb,Event Registration,1500,DOP,Paid,Cash,2025,2025-08-12 07:23:55,2025-09-15 16:08:20
8588,2558,,6.0,863.0,eca09df2-1216-4355-9d23-144792e916a1,Event Registration,1500,DOP,Paid,Check,2025,2025-08-20 07:23:55,2025-09-10 00:56:24
8589,2311,,6.0,864.0,42ba45cf-acea-4166-ae99-cc6bacb121ee,Event Registration,500,DOP,Paid,Credit Card,2025,2025-08-18 07:23:55,2025-09-14 17:02:40
8590,1878,,6.0,865.0,df0de66d-f18f-44e5-8817-73e2e2438eed,Event Registration,1000,DOP,Paid,Check,2025,2025-09-19 07:23:55,2025-09-24 07:23:55
8591,753,,6.0,866.0,45302005-a49b-4476-9f09-f3f36dba40f5,Event Registration,1500,DOP,Paid,Cash,2025,2025-08-13 07:23:55,2025-08-21 15:57:13
8592,2811,,6.0,868.0,5a763c0a-6590-4966-be79-fc00fcc9feef,Event Registration,1500,DOP,Paid,Check,2025,2025-08-15 07:23:55,2025-08-31 01:55:07
8593,2465,,6.0,870.0,eda02c98-2e76-4f9c-ba2b-8231187b88da,Event Registration,750,DOP,Paid,Online Payment,2025,2025-09-16 07:23:55,2025-09-17 02:22:08
8594,2829,,6.0,873.0,af2cb10d-7b83-4652-ac8f-f99fff479e5a,Event Registration,2000,DOP,Paid,Cash,2025,2025-09-22 07:23:55,2025-09-22 18:04:12
8595,899,,6.0,874.0,b80cf2b9-a606-48bb-8d82-ef51a3f8a128,Event Registration,500,DOP,Paid,Bank Transfer,2025,2025-08-14 07:23:55,2025-09-07 01:51:30
8596,155,,6.0,877.0,e4290f62-98df-4c10-b9e2-be524604b010,Event Registration,500,DOP,Paid,Check,2025,2025-08-14 07:23:55,2025-09-18 00:04:55
8597,3070,,6.0,879.0,cdac1d98-5b41-4586-b541-03a8047ed8e7,Event Registration,500,DOP,Paid,Online Payment,2025,2025-09-15 07:23:55,2025-09-24 07:23:55
8598,876,,6.0,880.0,33472b3b-19f2-41da-9932-87e139c3e1da,Event Registration,2000,DOP,Paid,Check,2025,2025-08-25 07:23:55,2025-09-06 23:18:17
8599,3108,,6.0,881.0,ef9f8a4f-42bd-4edf-bf8e-ac418374c514,Event Registration,1000,DOP,Paid,Online Payment,2025,2025-09-03 07:23:55,2025-09-05 20:35:31
8600,1080,,6.0,886.0,d2502c05-2a0d-416b-a9c9-6a9a5d9e544f,Event Registration,1500,DOP,Paid,Credit Card,2025,2025-08-15 07:23:55,2025-09-13 22:47:50
8601,1449,,6.0,887.0,4d4e715f-3895-4f64-b756-a92490b583dc,Event Registration,2000,DOP,Paid,Cash,2025,2025-08-18 07:23:55,2025-09-13 18:05:55
8602,1840,,6.0,888.0,6c056af8-5340-43b6-99c0-ba3aaaad82a7,Event Registration,2000,DOP,Paid,Credit Card,2025,2025-08-29 07:23:55,2025-08-30 15:34:09
8603,2365,,6.0,889.0,55ac002a-1bcc-45ec-94a9-e836d886bcc4,Event Registration,750,DOP,Paid,Check,2025,2025-09-12 07:23:55,2025-09-23 16:41:39
8604,805,,6.0,890.0,27a512db-274d-4fd1-882a-0b7bb1400557,Event Registration,1500,DOP,Paid,Credit Card,2025,2025-09-20 07:23:55,2025-09-22 01:24:33
8605,2182,,6.0,891.0,36b246b9-e29a-40db-b3e0-0569b477ce4b,Event Registration,1500,DOP,Paid,Online Payment,2025,2025-09-02 07:23:55,2025-09-22 18:15:37
8606,154,,6.0,892.0,d28bcdb0-980b-43f9-8d7e-a6a9d88bae77,Event Registration,2000,DOP,Paid,Check,2025,2025-09-07 07:23:55,2025-09-20 18:19:26
8607,2176,,6.0,894.0,66af6937-7ca8-408a-8ca1-430efce1e65e,Event Registration,1500,DOP,Paid,Credit Card,2025,2025-08-25 07:23:55,2025-08-29 19:41:01
8608,435,,6.0,895.0,6d4998ea-914c-49dc-9796-ac30094df20f,Event Registration,1500,DOP,Paid,Check,2025,2025-09-04 07:23:55,2025-09-08 20:58:08
8609,2989,,6.0,898.0,bd54339c-faff-4929-a885-7196728d691e,Event Registration,500,DOP,Paid,Credit Card,2025,2025-08-11 07:23:55,2025-08-25 17:18:02
8610,2939,,6.0,900.0,c345d1f2-ab84-4394-9d31-2a55d1aef695,Event Registration,500,DOP,Paid,Bank Transfer,2025,2025-09-13 07:23:55,2025-09-19 18:10:30
8611,888,,6.0,901.0,45ede680-2af3-496b-9570-fc6d6ec8643c,Event Registration,2000,DOP,Paid,Credit Card,2025,2025-08-29 07:23:55,2025-09-23 19:27:42
8612,2367,,6.0,902.0,aef35465-8c55-48b2-aa54-7b7e90873bbf,Event Registration,2000,DOP,Paid,Bank Transfer,2025,2025-08-20 07:23:55,2025-09-07 19:17:13
8613,1703,,6.0,906.0,ebd8cfc9-c611-46bd-baea-b08837eebecc,Event Registration,1000,DOP,Paid,Bank Transfer,2025,2025-09-15 07:23:55,2025-09-23 23:51:19
8614,2862,,6.0,908.0,4ff0362f-18fd-40d4-821c-1c0e4c6c8ed2,Event Registration,1000,DOP,Paid,Online Payment,2025,2025-08-13 07:23:55,2025-08-15 01:25:09
8615,424,,6.0,909.0,947b7b7e-cc7d-4ad9-bc5a-ab3661c39c13,Event Registration,750,DOP,Paid,Credit Card,2025,2025-08-17 07:23:55,2025-08-17 19:58:48
8616,2741,,6.0,910.0,bb6329e8-94d9-4e10-a26b-ebe2d7e3fd17,Event Registration,1500,DOP,Paid,Credit Card,2025,2025-08-13 07:23:55,2025-08-20 15:52:56
8617,1808,,6.0,913.0,825e30d2-3466-43ad-868f-af12bd02c8fb,Event Registration,1000,DOP,Paid,Credit Card,2025,2025-09-09 07:23:55,2025-09-21 19:40:49
8618,1815,,6.0,914.0,ac184546-5f22-4897-a654-ab92964b181d,Event Registration,1500,DOP,Paid,Online Payment,2025,2025-08-14 07:23:55,2025-08-22 18:45:27
8619,1948,,6.0,915.0,19d60226-9d79-4e51-9903-93e92a3de9c4,Event Registration,500,DOP,Paid,Bank Transfer,2025,2025-09-09 07:23:55,2025-09-18 18:41:18
8620,47,,6.0,917.0,986ce3c4-a482-48b9-8948-79b4ceb44893,Event Registration,500,DOP,Paid,Bank Transfer,2025,2025-09-20 07:23:55,2025-09-22 19:11:35
8621,655,,7.0,925.0,f4a82236-7933-4f20-acfd-af5b394618b0,Event Registration,1500,DOP,Paid,Online Payment,2025,2025-02-08 12:21:34,2025-03-01 02:35:02
8622,394,,7.0,935.0,a3a0ef5b-56be-4c30-80e8-0e9c36945e84,Event Registration,1000,DOP,Paid,Online Payment,2025,2025-02-20 12:21:34,2025-03-08 12:21:34
8623,1841,,7.0,942.0,9cf5b27e-28d8-4539-a867-c2b0a6f03ec4,Event Registration,2000,DOP,Paid,Credit Card,2025,2025-02-14 12:21:34,2025-02-24 20:31:18
8624,66,,7.0,947.0,39855011-ef33-4951-84ed-63280c3594d5,Event Registration,500,DOP,Paid,Cash,2025,2025-02-19 12:21:34,2025-02-22 22:42:39
8625,1067,,7.0,950.0,148c5b22-bbc9-4d6f-82b3-091c1583fab3,Event Registration,1500,DOP,Paid,Cash,2025,2025-01-30 12:21:34,2025-03-08 12:21:34
8626,722,,7.0,955.0,a8c8267a-b03b-4bb7-a40a-9390b3a8df5e,Event Registration,1500,DOP,Paid,Bank Transfer,2025,2025-01-25 12:21:34,2025-03-01 00:16:28
8627,2132,,7.0,958.0,b0987d19-729b-4f6d-abfb-be6783c2366e,Event Registration,2000,DOP,Paid,Cash,2025,2025-01-27 12:21:34,2025-02-18 02:45:54
8628,1871,,7.0,962.0,437b4019-d374-4d58-a2c1-c8004390b4da,Event Registration,500,DOP,Paid,Bank Transfer,2025,2025-02-14 12:21:34,2025-02-22 21:58:58
8629,2449,,7.0,966.0,86302ad7-72b1-48d2-91da-b0ffc7555403,Event Registration,750,DOP,Paid,Check,2025,2025-02-23 12:21:34,2025-03-07 02:53:25
8630,320,,8.0,983.0,8697dcad-d570-47e6-afd4-260afca52a07,Event Registration,1000,DOP,Paid,Credit Card,2022,2022-01-25 21:19:56,2022-02-17 15:10:05
8631,2682,,9.0,1003.0,2193657e-330c-4855-b34d-7bc5eab615cd,Event Registration,1500,DOP,Paid,Cash,2023,2023-04-02 09:05:19,2023-04-13 23:17:21
8632,2276,,9.0,1006.0,882a4968-1035-4edf-b51f-880400d4daf4,Event Registration,500,DOP,Paid,Online Payment,2023,2023-03-11 09:05:19,2023-03-18 22:07:21
8633,1028,,9.0,1009.0,676790c0-18dd-4bdd-b9c5-257d162f5992,Event Registration,500,DOP,Paid,Bank Transfer,2023,2023-03-22 09:05:19,2023-03-27 01:52:23
8634,2625,,9.0,1011.0,d64e1e61-4042-4661-80d5-74d69dfce498,Event Registration,2000,DOP,Paid,Credit Card,2023,2023-03-26 09:05:19,2023-04-05 22:30:17
8635,1731,,10.0,1020.0,fc33e632-8c6f-46d7-a9c5-235f1d591d58,Event Registration,2000,DOP,Paid,Bank Transfer,2025,2025-03-26 14:34:14,2025-04-08 23:14:07
8636,2678,,10.0,1029.0,9a529f57-c0be-44b4-a4d5-ffb824a0ff58,Event Registration,2000,DOP,Paid,Bank Transfer,2025,2025-04-10 14:34:14,2025-04-11 09:33:06
8637,558,,10.0,1034.0,ab54e126-f390-42a6-b12b-68ff7f83fbc6,Event Registration,500,DOP,Paid,Online Payment,2025,2025-03-25 14:34:14,2025-04-05 06:56:55
8638,597,,10.0,1038.0,c3378582-b706-45c0-811c-f5fe15056dc8,Event Registration,750,DOP,Paid,Credit Card,2025,2025-03-01 14:34:14,2025-03-04 03:09:18
8639,3035,,10.0,1042.0,b6a846ba-0e8f-46cb-afbf-d897778944aa,Event Registration,750,DOP,Paid,Online Payment,2025,2025-03-14 14:34:14,2025-04-02 04:29:03
8640,1174,,10.0,1043.0,b8573d94-3a70-4d9d-97c3-f85b1d28b88b,Event Registration,1500,DOP,Paid,Check,2025,2025-02-26 14:34:14,2025-04-07 00:55:23
8641,251,,10.0,1044.0,76597666-ac5b-40f3-8e5c-b9f2924d0581,Event Registration,1000,DOP,Paid,Online Payment,2025,2025-03-21 14:34:14,2025-04-12 09:19:35
8642,2271,,10.0,1045.0,055d56c6-d181-47e6-b3cd-c4ab44a45595,Event Registration,1500,DOP,Paid,Credit Card,2025,2025-04-10 14:34:14,2025-04-12 03:12:03
8643,2127,,10.0,1046.0,13c653c9-4599-48d4-8064-58cd59ca2ce0,Event Registration,500,DOP,Paid,Credit Card,2025,2025-03-17 14:34:14,2025-03-23 23:48:30
8644,1366,,10.0,1055.0,ce575d16-953d-4351-9088-c3ac93e1d7a5,Event Registration,500,DOP,Paid,Credit Card,2025,2025-02-28 14:34:14,2025-03-29 06:22:02
8645,1039,,10.0,1056.0,9543c8ae-95f7-44b4-8308-cbdbdb0696a1,Event Registration,500,DOP,Paid,Credit Card,2025,2025-03-13 14:34:14,2025-03-19 00:46:10
8646,297,,10.0,1060.0,b2c1b2e1-e33c-4a03-b7c1-394a4c9a6275,Event Registration,1500,DOP,Paid,Check,2025,2025-03-14 14:34:14,2025-03-19 08:58:54
8647,41,,10.0,1061.0,51816c0f-a204-4167-88c1-c9909a00dc1c,Event Registration,1500,DOP,Paid,Credit Card,2025,2025-03-21 14:34:14,2025-04-04 04:17:41
8648,1896,,10.0,1062.0,d8b54d41-1f13-40c0-89dc-53aaa81940bd,Event Registration,750,DOP,Paid,Credit Card,2025,2025-03-15 14:34:14,2025-04-12 00:25:55
8649,1526,,10.0,1069.0,49e577f2-7b25-4660-aa46-89ca1f4589fc,Event Registration,500,DOP,Paid,Bank Transfer,2025,2025-03-08 14:34:14,2025-03-12 03:24:45
8650,922,,10.0,1072.0,4fbebd09-1474-42d6-a3f6-40772b2e4894,Event Registration,1500,DOP,Paid,Cash,2025,2025-03-13 14:34:14,2025-03-25 04:58:40
8651,223,,10.0,1073.0,71a2ae61-e4dd-4b35-a450-f447218b8dbb,Event Registration,1500,DOP,Paid,Check,2025,2025-03-17 14:34:14,2025-04-05 06:18:59
8652,1584,,10.0,1076.0,5b9da84d-4bf0-43e0-8748-7bc34f6f8b31,Event Registration,2000,DOP,Paid,Bank Transfer,2025,2025-03-25 14:34:14,2025-03-26 23:39:41
8653,1036,,10.0,1080.0,d5ad1c06-2af6-4530-bc45-248114f5eca7,Event Registration,1000,DOP,Paid,Credit Card,2025,2025-03-28 14:34:14,2025-04-12 14:34:14
8654,1304,,10.0,1081.0,543dc024-ae00-4f9d-861b-44902a9bb1ed,Event Registration,1500,DOP,Paid,Credit Card,2025,2025-04-10 14:34:14,2025-04-12 14:34:14
8655,3076,,10.0,1082.0,cd4c8414-d8bd-4424-97af-be04da288ccb,Event Registration,1500,DOP,Paid,Check,2025,2025-03-29 14:34:14,2025-04-12 14:34:14
8656,2465,,10.0,1085.0,c6faf9a0-a4be-43f0-90d2-6d99805f0abf,Event Registration,750,DOP,Paid,Bank Transfer,2025,2025-03-19 14:34:14,2025-04-07 07:27:39
8657,2409,,10.0,1086.0,75cf5b32-a655-4427-b7fa-203ce8b2afcf,Event Registration,1000,DOP,Paid,Bank Transfer,2025,2025-04-03 14:34:14,2025-04-07 02:56:28
8658,2446,,11.0,1094.0,0ca90fd2-1d82-4153-8f41-2ef907ab04ec,Event Registration,2000,DOP,Paid,Bank Transfer,2026,2025-12-31 05:43:57,2025-12-31 17:50:20
8659,453,,11.0,1095.0,73f092e2-587d-42b4-bc63-dfcabe4834fc,Event Registration,750,DOP,Paid,Credit Card,2026,2025-11-20 05:43:57,2025-12-05 20:54:30
8660,540,,11.0,1096.0,e89f396f-3949-4542-86ad-b754aef93c9a,Event Registration,500,DOP,Paid,Online Payment,2026,2025-12-04 05:43:57,2025-12-12 18:15:07
8661,1260,,11.0,1099.0,fb1eb382-9107-4679-8e7b-0c2c165ad69e,Event Registration,2000,DOP,Paid,Bank Transfer,2026,2025-12-01 05:43:57,2025-12-23 22:01:49
8662,2012,,11.0,1100.0,4fb7263c-0792-439c-897b-3ec81dd8273f,Event Registration,750,DOP,Paid,Online Payment,2026,2025-12-19 05:43:57,2025-12-27 00:40:05
8663,2662,,11.0,1103.0,edc9ebbb-9517-443e-9e48-dd9ca55f242e,Event Registration,1500,DOP,Paid,Cash,2026,2025-12-31 05:43:57,2025-12-31 15:56:16
8664,408,,11.0,1104.0,09582cee-66ea-4797-8155-f44b2def7f93,Event Registration,750,DOP,Paid,Check,2026,2025-11-17 05:43:57,2025-12-29 14:08:38
8665,2005,,11.0,1105.0,e392442a-1eda-4c66-8200-bb60d589985c,Event Registration,500,DOP,Paid,Bank Transfer,2026,2025-11-27 05:43:57,2025-12-12 17:49:37
8666,1994,,11.0,1106.0,8ac54e88-2694-4b74-b69e-1dd8dcbfd026,Event Registration,750,DOP,Paid,Online Payment,2026,2025-12-09 05:43:57,2025-12-11 22:52:04
8667,2175,,11.0,1109.0,aae29e1f-4272-441e-9bd8-5310a06ee5aa,Event Registration,2000,DOP,Paid,Credit Card,2026,2025-12-04 05:43:57,2025-12-09 19:05:17
8668,316,,11.0,1110.0,b9e1b4ca-932e-45ea-91cd-9b77a79f5545,Event Registration,2000,DOP,Paid,Bank Transfer,2026,2025-11-27 05:43:57,2025-11-30 16:42:47
8669,1211,,11.0,1117.0,75233adb-a3c4-44b5-b4a1-1622cc019145,Event Registration,1000,DOP,Paid,Credit Card,2026,2025-12-13 05:43:57,2025-12-27 21:52:52
8670,958,,11.0,1120.0,c650a8d4-667d-4564-adbe-f949e6ae2216,Event Registration,1500,DOP,Paid,Check,2026,2025-11-18 05:43:57,2025-12-21 16:43:00
8671,2978,,11.0,1122.0,a6ffaa62-19a7-44b1-ba5c-532edf343a20,Event Registration,2000,DOP,Paid,Check,2026,2025-11-19 05:43:57,2025-12-02 00:20:03
8672,273,,11.0,1124.0,12406ad5-8311-4336-8d76-53fe55bf103f,Event Registration,1500,DOP,Paid,Cash,2026,2025-12-19 05:43:57,2025-12-27 14:07:53
8673,479,,11.0,1125.0,6ffcf398-6f50-42f6-8db9-36fb02046c6e,Event Registration,2000,DOP,Paid,Cash,2026,2025-11-19 05:43:57,2025-12-01 23:07:09
8674,1030,,11.0,1126.0,44bffe4a-0d83-489f-973a-d9bc713e7112,Event Registration,1500,DOP,Paid,Cash,2026,2025-11-28 05:43:57,2025-11-30 21:55:33
8675,904,,11.0,1127.0,2119f698-c627-41c2-ad0d-9d42edad586b,Event Registration,2000,DOP,Paid,Online Payment,2026,2025-12-14 05:43:57,2025-12-23 15:41:42
8676,1290,,11.0,1128.0,d352f78a-5be9-4dfc-9401-4ec0bcc0f971,Event Registration,2000,DOP,Paid,Online Payment,2026,2025-11-27 05:43:57,2025-12-27 15:26:30
8677,331,,11.0,1129.0,04b96633-9949-435d-b2ee-ac07afea9bb1,Event Registration,500,DOP,Paid,Check,2026,2025-12-22 05:43:57,2025-12-24 22:02:32
8678,3022,,11.0,1130.0,4758d63f-527b-4153-b682-4182f8fa31fb,Event Registration,500,DOP,Paid,Cash,2026,2025-12-13 05:43:57,2025-12-22 00:32:35
8679,374,,11.0,1131.0,d5a19fbc-d489-4b95-8bcb-3af7abb67078,Event Registration,1000,DOP,Paid,Check,2026,2025-12-26 05:43:57,2025-12-30 14:12:41
8680,558,,11.0,1132.0,bee00e0d-2653-4783-8557-15bc6329bfd9,Event Registration,2000,DOP,Paid,Credit Card,2026,2025-11-24 05:43:57,2025-12-28 15:33:20
8681,1922,,11.0,1133.0,38e30dca-28a3-4e12-873a-bfe1a7336615,Event Registration,1000,DOP,Paid,Check,2026,2025-12-11 05:43:57,2026-01-01 05:43:57
8682,2958,,11.0,1135.0,d9392e09-9188-4926-9c22-fb84da2dd7e3,Event Registration,750,DOP,Paid,Credit Card,2026,2025-12-26 05:43:57,2025-12-31 00:43:38
8683,441,,11.0,1136.0,886572e6-ceef-4793-87a7-b2078037c3bd,Event Registration,750,DOP,Paid,Bank Transfer,2026,2025-11-26 05:43:57,2025-12-15 23:51:43
8684,2786,,11.0,1138.0,65fdd025-7c38-42d8-a91b-dfdc80b2c62c,Event Registration,750,DOP,Paid,Credit Card,2026,2025-12-08 05:43:57,2025-12-09 17:42:53
8685,2315,,11.0,1139.0,142577ad-a9af-4a05-9f7c-8651f2aff203,Event Registration,1000,DOP,Paid,Check,2026,2025-12-25 05:43:57,2025-12-28 16:24:14
8686,2907,,11.0,1140.0,6b2e4031-ccce-4de7-b7d2-d49a89a829aa,Event Registration,1000,DOP,Paid,Cash,2026,2025-12-02 05:43:57,2025-12-31 14:50:24
8687,2481,,11.0,1142.0,f37b8d86-c3d8-4f1c-b74e-0d094857115e,Event Registration,500,DOP,Paid,Cash,2026,2025-12-25 05:43:57,2025-12-30 22:16:59
8688,2607,,11.0,1143.0,484f3265-eea3-416e-b1a7-8a1184b57bb8,Event Registration,1000,DOP,Paid,Check,2026,2025-12-19 05:43:57,2025-12-22 18:47:01
8689,694,,11.0,1146.0,149a4444-2cfc-4076-bd9e-38aa136bd3cb,Event Registration,1500,DOP,Paid,Bank Transfer,2026,2025-12-30 05:43:57,2026-01-01 05:43:57
8690,2465,,11.0,1147.0,91c9d64a-481e-4b30-bce4-6a91260ba739,Event Registration,2000,DOP,Paid,Bank Transfer,2026,2025-11-19 05:43:57,2025-12-30 20:00:52
8691,307,,11.0,1148.0,9a2d7598-59a4-43cc-88f1-5953612c1174,Event Registration,750,DOP,Paid,Credit Card,2026,2025-11-25 05:43:57,2025-12-12 17:23:56
8692,1374,,11.0,1149.0,c1d82810-3449-47b3-a4a7-4bd2e51e32b2,Event Registration,750,DOP,Paid,Online Payment,2026,2025-12-20 05:43:57,2025-12-23 20:42:07
8693,3157,,11.0,1152.0,6451fba0-b4bf-4751-8ad7-5fea7feff809,Event Registration,1000,DOP,Paid,Credit Card,2026,2025-11-29 05:43:57,2025-12-06 23:27:58
8694,950,,11.0,1153.0,39ce3af7-24a8-4faa-b6be-e87c256e5aef,Event Registration,2000,DOP,Paid,Cash,2026,2025-12-30 05:43:57,2026-01-01 05:43:57
8695,46,,11.0,1154.0,453681d9-642f-4652-a3a5-096e55862c75,Event Registration,1000,DOP,Paid,Online Payment,2026,2025-12-03 05:43:57,2025-12-22 17:58:17
8696,595,,11.0,1161.0,35b183cd-ca6e-439d-b6b6-1724b647998e,Event Registration,500,DOP,Paid,Check,2026,2025-11-22 05:43:57,2025-12-23 23:08:05
8697,1091,,11.0,1162.0,3eeb89c3-1c62-4bc4-96d3-7c7661ad7fc5,Event Registration,2000,DOP,Paid,Cash,2026,2025-11-17 05:43:57,2025-12-26 20:01:33
8698,2055,,11.0,1165.0,84ad6c24-fc84-4218-b427-7ab2d89a8c5f,Event Registration,2000,DOP,Paid,Credit Card,2026,2025-12-21 05:43:57,2025-12-29 15:03:49
8699,2813,,11.0,1167.0,79671286-88a1-4531-a263-cf76cb9bd749,Event Registration,1000,DOP,Paid,Online Payment,2026,2025-12-22 05:43:57,2025-12-30 19:23:22
8700,1005,,11.0,1168.0,78237588-5200-4c12-b519-7a150eca8850,Event Registration,1000,DOP,Paid,Online Payment,2026,2025-11-18 05:43:57,2025-12-12 19:59:38
8701,198,,11.0,1169.0,6eb53a06-d82c-49bc-a536-96d81a4673ec,Event Registration,750,DOP,Paid,Bank Transfer,2026,2025-12-05 05:43:57,2025-12-11 18:00:00
8702,1191,,11.0,1171.0,81c4b4cf-9edf-45e8-9661-108129651ed7,Event Registration,1500,DOP,Paid,Online Payment,2026,2025-12-18 05:43:57,2025-12-25 22:43:51
8703,467,,11.0,1172.0,5facc09e-bb99-4da4-bf5b-e78147ba5d50,Event Registration,500,DOP,Paid,Bank Transfer,2026,2025-12-24 05:43:57,2025-12-31 23:55:52
8704,480,,11.0,1173.0,7e2dca62-80f7-460d-8d66-ea8eea905ba4,Event Registration,2000,DOP,Paid,Bank Transfer,2026,2025-12-26 05:43:57,2025-12-26 15:59:32
8705,2715,,11.0,1174.0,cd15f291-bd0b-4eef-8b71-6a15f6c2194f,Event Registration,1000,DOP,Paid,Check,2026,2025-12-29 05:43:57,2025-12-31 18:54:59
8706,1868,,11.0,1179.0,4145fd23-6e3d-44eb-9197-72380d7f1e82,Event Registration,750,DOP,Paid,Cash,2026,2025-12-04 05:43:57,2025-12-25 22:28:19
8707,1055,,11.0,1180.0,6016a4c2-4454-47f1-9e2c-1a1e696f98a4,Event Registration,1500,DOP,Paid,Check,2026,2025-11-28 05:43:57,2025-12-05 19:31:44
8708,833,,11.0,1181.0,83b3a8f1-4790-4dc8-9c21-1b0792c6b425,Event Registration,1500,DOP,Paid,Bank Transfer,2026,2025-12-21 05:43:57,2025-12-21 21:18:30
8709,2388,,11.0,1185.0,caa8c484-ce0d-4b62-bbe5-774d3eabfda2,Event Registration,2000,DOP,Paid,Check,2026,2025-11-18 05:43:57,2025-12-24 15:16:29
8710,2306,,11.0,1186.0,a1501014-e477-4800-9ec4-6536833564a9,Event Registration,750,DOP,Paid,Online Payment,2026,2025-12-08 05:43:57,2025-12-17 17:59:53
8711,2421,,11.0,1187.0,0b4cfbb4-b8f3-408b-a7a9-4d9b5a3b081d,Event Registration,1000,DOP,Paid,Check,2026,2025-11-17 05:43:57,2026-01-01 05:43:57
8712,2033,,11.0,1188.0,6c3724ee-ce5e-4e60-af43-cd771f546fb0,Event Registration,1500,DOP,Paid,Cash,2026,2025-11-27 05:43:57,2025-12-06 14:51:16
8713,1866,,11.0,1189.0,eb01bebd-8dcc-470a-96ac-383380c8b178,Event Registration,750,DOP,Paid,Check,2026,2025-11-29 05:43:57,2025-12-06 20:38:03
8714,2532,,11.0,1190.0,fac5f845-745b-4cc3-a9e5-918cc2cbdfdd,Event Registration,500,DOP,Paid,Cash,2026,2025-12-21 05:43:57,2025-12-21 13:55:07
8715,2636,,11.0,1193.0,9a74d230-86d6-4c2f-b080-e20dc8fba112,Event Registration,1000,DOP,Paid,Check,2026,2025-12-02 05:43:57,2025-12-21 19:43:30
8716,1439,,11.0,1194.0,231b392c-bbba-4321-bb16-c41d553b7db7,Event Registration,1000,DOP,Paid,Check,2026,2025-12-07 05:43:57,2025-12-22 18:23:17
8717,282,,11.0,1195.0,c426dd17-7355-4401-9e3c-5f314e91c9f8,Event Registration,1500,DOP,Paid,Cash,2026,2025-12-02 05:43:57,2026-01-01 05:43:57
8718,868,,11.0,1196.0,9cf7ea27-3722-44a6-8c83-0a365609ee46,Event Registration,1000,DOP,Paid,Bank Transfer,2026,2025-11-30 05:43:57,2025-12-18 23:46:04
8719,912,,11.0,1197.0,a4352372-3a19-4c5f-8a8c-098f358f0f42,Event Registration,750,DOP,Paid,Online Payment,2026,2025-12-16 05:43:57,2025-12-21 20:21:38
8720,851,,11.0,1199.0,dfdf52bc-1369-4b61-aea1-6f8c640786c2,Event Registration,750,DOP,Paid,Bank Transfer,2026,2025-12-30 05:43:57,2025-12-30 20:27:39
8721,3006,,11.0,1200.0,35633517-902a-4cf3-9216-d4089ca2a477,Event Registration,750,DOP,Paid,Bank Transfer,2026,2025-12-07 05:43:57,2025-12-22 16:14:34
8722,589,,11.0,1201.0,058709ef-bb45-440c-a0c9-5b63203a3399,Event Registration,500,DOP,Paid,Check,2026,2025-12-14 05:43:57,2025-12-23 23:49:36
8723,743,,11.0,1203.0,ecea9809-8ab0-46e9-88de-3d953f764b41,Event Registration,750,DOP,Paid,Cash,2026,2025-11-25 05:43:57,2025-12-31 00:22:24
8724,2627,,11.0,1205.0,65a6db98-bd61-449a-b019-34ededb47a57,Event Registration,2000,DOP,Paid,Check,2026,2025-12-09 05:43:57,2025-12-30 21:06:11
8725,777,,11.0,1206.0,5f034080-a1e3-4a31-9c94-2928fbfd6b87,Event Registration,1000,DOP,Paid,Credit Card,2026,2025-12-16 05:43:57,2025-12-19 23:24:12
8726,40,,11.0,1208.0,a4607a75-e103-440a-b039-ac54b8ad0d71,Event Registration,2000,DOP,Paid,Cash,2026,2025-12-25 05:43:57,2025-12-28 15:39:14
8727,2116,,11.0,1209.0,fbf8ebdc-490f-437a-be99-0bb5cb3783bd,Event Registration,1500,DOP,Paid,Online Payment,2026,2025-12-18 05:43:57,2025-12-21 19:26:39
8728,1837,,11.0,1210.0,d6f4ab87-f8bf-4eb0-9e0f-085421e993d1,Event Registration,750,DOP,Paid,Cash,2026,2025-12-15 05:43:57,2025-12-28 15:08:29
8729,155,,11.0,1211.0,dd71f167-3074-44df-bd72-678df2439887,Event Registration,1000,DOP,Paid,Online Payment,2026,2025-12-07 05:43:57,2025-12-23 20:27:20
8730,433,,11.0,1214.0,730d2c44-331f-4e0e-88f9-a6946498e236,Event Registration,500,DOP,Paid,Cash,2026,2025-12-27 05:43:57,2025-12-28 16:10:31
8731,2792,,11.0,1215.0,acadb6d9-0230-4382-8644-833ebc8b6970,Event Registration,1000,DOP,Paid,Credit Card,2026,2025-12-31 05:43:57,2026-01-01 05:43:57
