application_status_history_id,application_id,status,status_start_at,status_end_at,changed_by
10392,3012,Approved,2024-08-03 06:31:26,,membership_officer
10393,3013,Submitted,2025-03-25 05:20:10,2025-04-19 05:20:10,system
10394,3013,Under Review,2025-04-19 05:20:10,2025-05-09 05:20:10,system
10395,3013,Pending Payment,2025-05-09 05:20:10,2025-05-29 05:20:10,system
10396,3013,Approved,2025-05-29 05:20:10,,membership_officer
10397,3014,Submitted,2025-05-20 14:28:49,2025-06-08 14:28:49,system
10398,3014,Under Review,2025-06-08 14:28:49,2025-06-15 14:28:49,membership_officer
10399,3014,Pending Payment,2025-06-15 14:28:49,,membership_officer
10400,3015,Submitted,2022-09-02 13:51:58,2022-09-29 13:51:58,system
10401,3015,Under Review,2022-09-29 13:51:58,,system
10402,3016,Submitted,2024-10-22 00:07:56,,membership_officer
10403,3017,Submitted,2023-05-04 20:23:03,2023-05-15 20:23:03,review_committee
10404,3017,Under Review,2023-05-15 20:23:03,2023-06-01 20:23:03,membership_officer
10405,3017,Pending Payment,2023-06-01 20:23:03,2023-06-07 20:23:03,review_committee
10406,3017,Approved,2023-06-07 20:23:03,,membership_officer
10407,3018,Submitted,2022-04-21 21:30:01,2022-04-24 21:30:01,review_committee
10408,3018,Under Review,2022-04-24 21:30:01,2022-05-15 21:30:01,system
10409,3018,Pending Payment,2022-05-15 21:30:01,2022-05-23 21:30:01,system
10410,3018,Approved,2022-05-23 21:30:01,,system
10411,3019,Submitted,2023-12-30 10:03:56,2024-01-18 10:03:56,system
10412,3019,Under Review,2024-01-18 10:03:56,2024-01-20 10:03:56,system
10413,3019,Rejected,2024-01-20 10:03:56,,review_committee
10414,3020,Submitted,2023-03-31 00:59:50,2023-04-14 00:59:50,system
10415,3020,Under Review,2023-04-14 00:59:50,2023-04-26 00:59:50,membership_officer
10416,3020,Pending Payment,2023-04-26 00:59:50,2023-05-19 00:59:50,membership_officer
10417,3020,Approved,2023-05-19 00:59:50,,system
10418,3021,Submitted,2024-09-08 21:33:55,2024-09-23 21:33:55,system
10419,3021,Under Review,2024-09-23 21:33:55,2024-10-20 21:33:55,membership_officer
10420,3021,Pending Payment,2024-10-20 21:33:55,2024-11-05 21:33:55,review_committee
10421,3021,Approved,2024-11-05 21:33:55,,review_committee
10422,3022,Submitted,2026-03-27 04:30:24,2026-04-15 04:30:24,system
10423,3022,Withdrawn,2026-04-15 04:30:24,,review_committee
10424,3023,Submitted,2025-08-14 12:35:00,2025-09-09 12:35:00,review_committee
10425,3023,Under Review,2025-09-09 12:35:00,2025-09-28 12:35:00,review_committee
10426,3023,Pending Payment,2025-09-28 12:35:00,2025-10-28 12:35:00,membership_officer
10427,3023,Approved,2025-10-28 12:35:00,,system
10428,3024,Submitted,2024-05-30 15:18:33,2024-06-22 15:18:33,system
10429,3024,Under Review,2024-06-22 15:18:33,2024-07-09 15:18:33,review_committee
10430,3024,Pending Payment,2024-07-09 15:18:33,,review_committee
10431,3025,Submitted,2022-11-28 04:32:54,2022-12-26 04:32:54,membership_officer
10432,3025,Under Review,2022-12-26 04:32:54,2023-01-21 04:32:54,system
10433,3025,Pending Payment,2023-01-21 04:32:54,2023-02-08 04:32:54,membership_officer
10434,3025,Approved,2023-02-08 04:32:54,,membership_officer
10435,3026,Submitted,2022-01-11 09:25:47,2022-01-20 09:25:47,membership_officer
10436,3026,Under Review,2022-01-20 09:25:47,2022-02-15 09:25:47,review_committee
10437,3026,Pending Payment,2022-02-15 09:25:47,2022-03-03 09:25:47,membership_officer
10438,3026,Approved,2022-03-03 09:25:47,,system
10439,3027,Submitted,2026-05-29 04:27:03,2026-06-25 04:27:03,system
10440,3027,Under Review,2026-06-25 04:27:03,,review_committee
10441,3028,Submitted,2023-11-14 13:47:43,2023-12-11 13:47:43,membership_officer
10442,3028,Under Review,2023-12-11 13:47:43,2023-12-13 13:47:43,system
10443,3028,Pending Payment,2023-12-13 13:47:43,2023-12-29 13:47:43,system
10444,3028,Approved,2023-12-29 13:47:43,,system
10445,3029,Submitted,2025-04-12 00:38:57,,membership_officer
10446,3030,Submitted,2025-12-14 22:22:51,2026-01-11 22:22:51,system
10447,3030,Under Review,2026-01-11 22:22:51,2026-01-17 22:22:51,review_committee
10448,3030,Pending Payment,2026-01-17 22:22:51,2026-02-11 22:22:51,review_committee
10449,3030,Approved,2026-02-11 22:22:51,,review_committee
10450,3031,Submitted,2025-04-19 15:00:40,,system
10451,3032,Submitted,2022-06-03 04:49:20,2022-06-14 04:49:20,membership_officer
10452,3032,Under Review,2022-06-14 04:49:20,2022-07-08 04:49:20,membership_officer
10453,3032,Rejected,2022-07-08 04:49:20,,review_committee
10454,3033,Submitted,2026-03-09 00:59:25,2026-03-26 00:59:25,review_committee
10455,3033,Under Review,2026-03-26 00:59:25,2026-04-12 00:59:25,membership_officer
10456,3033,Pending Payment,2026-04-12 00:59:25,2026-05-04 00:59:25,membership_officer
10457,3033,Approved,2026-05-04 00:59:25,,system
10458,3034,Submitted,2024-02-23 21:54:53,2024-03-22 21:54:53,system
10459,3034,Withdrawn,2024-03-22 21:54:53,,review_committee
10460,3035,Submitted,2025-05-27 12:54:26,2025-06-26 12:54:26,review_committee
10461,3035,Under Review,2025-06-26 12:54:26,2025-07-18 12:54:26,review_committee
10462,3035,Pending Payment,2025-07-18 12:54:26,2025-08-16 12:54:26,system
10463,3035,Approved,2025-08-16 12:54:26,,membership_officer
10464,3036,Submitted,2025-01-15 15:54:30,2025-01-17 15:54:30,review_committee
10465,3036,Under Review,2025-01-17 15:54:30,2025-02-13 15:54:30,membership_officer
10466,3036,Pending Payment,2025-02-13 15:54:30,2025-03-09 15:54:30,membership_officer
10467,3036,Approved,2025-03-09 15:54:30,,system
10468,3037,Submitted,2022-01-31 22:48:13,2022-02-15 22:48:13,membership_officer
10469,3037,Under Review,2022-02-15 22:48:13,2022-02-18 22:48:13,review_committee
10470,3037,Pending Payment,2022-02-18 22:48:13,2022-03-19 22:48:13,system
10471,3037,Approved,2022-03-19 22:48:13,,membership_officer
10472,3038,Submitted,2021-11-19 09:52:52,2021-12-16 09:52:52,membership_officer
10473,3038,Under Review,2021-12-16 09:52:52,,system
10474,3039,Submitted,2024-06-10 15:32:25,,membership_officer
10475,3040,Submitted,2025-01-25 02:32:03,2025-02-10 02:32:03,membership_officer
10476,3040,Under Review,2025-02-10 02:32:03,2025-03-01 02:32:03,membership_officer
10477,3040,Pending Payment,2025-03-01 02:32:03,2025-03-29 02:32:03,system
10478,3040,Approved,2025-03-29 02:32:03,,review_committee
10479,3041,Submitted,2025-12-18 05:39:11,2025-12-19 05:39:11,system
10480,3041,Under Review,2025-12-19 05:39:11,2026-01-17 05:39:11,system
10481,3041,Pending Payment,2026-01-17 05:39:11,2026-01-24 05:39:11,membership_officer
10482,3041,Approved,2026-01-24 05:39:11,,membership_officer
10483,3042,Submitted,2021-12-17 03:05:37,2022-01-06 03:05:37,membership_officer
10484,3042,Under Review,2022-01-06 03:05:37,,review_committee
10485,3043,Submitted,2024-08-22 16:45:34,2024-09-20 16:45:34,membership_officer
10486,3043,Under Review,2024-09-20 16:45:34,2024-09-22 16:45:34,system
10487,3043,Pending Payment,2024-09-22 16:45:34,2024-10-12 16:45:34,review_committee
10488,3043,Approved,2024-10-12 16:45:34,,review_committee
10489,3044,Submitted,2026-02-22 08:03:16,2026-03-13 08:03:16,review_committee
10490,3044,Under Review,2026-03-13 08:03:16,2026-03-18 08:03:16,review_committee
10491,3044,Pending Payment,2026-03-18 08:03:16,2026-04-12 08:03:16,membership_officer
10492,3044,Approved,2026-04-12 08:03:16,,review_committee
10493,3045,Submitted,2022-10-17 02:55:56,2022-11-05 02:55:56,review_committee
10494,3045,Under Review,2022-11-05 02:55:56,2022-11-22 02:55:56,membership_officer
10495,3045,Pending Payment,2022-11-22 02:55:56,,membership_officer
10496,3046,Submitted,2023-01-18 17:30:39,2023-02-04 17:30:39,membership_officer
10497,3046,Under Review,2023-02-04 17:30:39,2023-02-25 17:30:39,system
10498,3046,Pending Payment,2023-02-25 17:30:39,2023-03-01 17:30:39,membership_officer
10499,3046,Approved,2023-03-01 17:30:39,,membership_officer
10500,3047,Submitted,2022-05-21 12:12:37,2022-06-16 12:12:37,system
10501,3047,Under Review,2022-06-16 12:12:37,2022-06-25 12:12:37,review_committee
10502,3047,Pending Payment,2022-06-25 12:12:37,2022-06-29 12:12:37,review_committee
10503,3047,Approved,2022-06-29 12:12:37,,membership_officer
10504,3048,Submitted,2026-02-03 04:49:41,,review_committee
10505,3049,Submitted,2026-03-15 03:38:38,2026-04-05 03:38:38,system
10506,3049,Under Review,2026-04-05 03:38:38,2026-04-20 03:38:38,system
10507,3049,Pending Payment,2026-04-20 03:38:38,2026-04-25 03:38:38,system
10508,3049,Approved,2026-04-25 03:38:38,,membership_officer
10509,3050,Submitted,2021-12-06 01:33:41,2022-01-05 01:33:41,system
10510,3050,Under Review,2022-01-05 01:33:41,2022-01-07 01:33:41,review_committee
10511,3050,Pending Payment,2022-01-07 01:33:41,,system
10512,3051,Submitted,2024-05-09 09:14:41,,membership_officer
10513,3052,Submitted,2025-06-08 09:24:56,2025-07-05 09:24:56,review_committee
10514,3052,Under Review,2025-07-05 09:24:56,2025-07-13 09:24:56,review_committee
10515,3052,Pending Payment,2025-07-13 09:24:56,2025-08-10 09:24:56,review_committee
10516,3052,Approved,2025-08-10 09:24:56,,membership_officer
10517,3053,Submitted,2025-08-05 07:24:31,2025-08-09 07:24:31,review_committee
10518,3053,Under Review,2025-08-09 07:24:31,2025-09-06 07:24:31,review_committee
10519,3053,Pending Payment,2025-09-06 07:24:31,2025-09-22 07:24:31,system
10520,3053,Approved,2025-09-22 07:24:31,,review_committee
10521,3054,Submitted,2022-01-11 06:17:48,2022-01-31 06:17:48,membership_officer
10522,3054,Withdrawn,2022-01-31 06:17:48,,system
10523,3055,Submitted,2025-02-16 11:27:09,2025-02-20 11:27:09,membership_officer
10524,3055,Under Review,2025-02-20 11:27:09,2025-03-02 11:27:09,review_committee
10525,3055,Rejected,2025-03-02 11:27:09,,membership_officer
10526,3056,Submitted,2023-05-29 13:13:15,2023-06-22 13:13:15,review_committee
10527,3056,Under Review,2023-06-22 13:13:15,2023-06-30 13:13:15,system
10528,3056,Rejected,2023-06-30 13:13:15,,system
10529,3057,Submitted,2022-12-10 13:35:39,2022-12-19 13:35:39,review_committee
10530,3057,Under Review,2022-12-19 13:35:39,,system
10531,3058,Submitted,2022-01-01 19:32:34,2022-01-30 19:32:34,membership_officer
10532,3058,Under Review,2022-01-30 19:32:34,2022-02-27 19:32:34,system
10533,3058,Pending Payment,2022-02-27 19:32:34,2022-03-24 19:32:34,membership_officer
10534,3058,Approved,2022-03-24 19:32:34,,review_committee
10535,3059,Submitted,2024-02-08 20:52:26,2024-03-03 20:52:26,system
10536,3059,Under Review,2024-03-03 20:52:26,2024-03-24 20:52:26,review_committee
10537,3059,Rejected,2024-03-24 20:52:26,,system
10538,3060,Submitted,2023-10-07 07:52:13,2023-10-16 07:52:13,membership_officer
10539,3060,Under Review,2023-10-16 07:52:13,2023-11-13 07:52:13,system
10540,3060,Pending Payment,2023-11-13 07:52:13,2023-12-09 07:52:13,system
10541,3060,Approved,2023-12-09 07:52:13,,membership_officer
10542,3061,Submitted,2023-07-25 08:51:33,2023-08-12 08:51:33,system
10543,3061,Under Review,2023-08-12 08:51:33,2023-09-08 08:51:33,system
10544,3061,Pending Payment,2023-09-08 08:51:33,2023-09-15 08:51:33,system
10545,3061,Approved,2023-09-15 08:51:33,,system
10546,3062,Submitted,2022-04-03 13:29:29,2022-04-16 13:29:29,system
10547,3062,Under Review,2022-04-16 13:29:29,2022-04-24 13:29:29,membership_officer
10548,3062,Pending Payment,2022-04-24 13:29:29,2022-05-11 13:29:29,review_committee
10549,3062,Approved,2022-05-11 13:29:29,,system
10550,3063,Submitted,2021-07-20 07:42:08,2021-08-09 07:42:08,membership_officer
10551,3063,Under Review,2021-08-09 07:42:08,2021-08-29 07:42:08,membership_officer
10552,3063,Pending Payment,2021-08-29 07:42:08,2021-09-22 07:42:08,system
10553,3063,Approved,2021-09-22 07:42:08,,membership_officer
10554,3064,Submitted,2026-01-25 08:26:37,2026-01-30 08:26:37,membership_officer
10555,3064,Under Review,2026-01-30 08:26:37,2026-02-28 08:26:37,system
10556,3064,Rejected,2026-02-28 08:26:37,,review_committee
10557,3065,Submitted,2022-08-16 07:40:32,2022-08-27 07:40:32,membership_officer
10558,3065,Under Review,2022-08-27 07:40:32,2022-09-22 07:40:32,review_committee
10559,3065,Pending Payment,2022-09-22 07:40:32,2022-09-27 07:40:32,membership_officer
10560,3065,Approved,2022-09-27 07:40:32,,system
10561,3066,Submitted,2022-02-16 16:18:20,2022-03-14 16:18:20,system
10562,3066,Under Review,2022-03-14 16:18:20,2022-03-28 16:18:20,membership_officer
10563,3066,Pending Payment,2022-03-28 16:18:20,2022-04-17 16:18:20,membership_officer
10564,3066,Approved,2022-04-17 16:18:20,,review_committee
10565,3067,Submitted,2023-10-03 07:51:14,2023-10-28 07:51:14,review_committee
10566,3067,Under Review,2023-10-28 07:51:14,2023-11-27 07:51:14,membership_officer
10567,3067,Pending Payment,2023-11-27 07:51:14,2023-12-11 07:51:14,membership_officer
10568,3067,Approved,2023-12-11 07:51:14,,review_committee
10569,3068,Submitted,2024-09-22 20:53:09,2024-10-13 20:53:09,system
10570,3068,Under Review,2024-10-13 20:53:09,2024-11-07 20:53:09,system
10571,3068,Pending Payment,2024-11-07 20:53:09,2024-12-02 20:53:09,system
10572,3068,Approved,2024-12-02 20:53:09,,system
10573,3069,Submitted,2023-06-21 10:22:30,2023-07-05 10:22:30,membership_officer
10574,3069,Under Review,2023-07-05 10:22:30,2023-07-20 10:22:30,review_committee
10575,3069,Pending Payment,2023-07-20 10:22:30,2023-08-19 10:22:30,review_committee
10576,3069,Approved,2023-08-19 10:22:30,,system
10577,3070,Submitted,2026-02-02 11:22:36,2026-02-14 11:22:36,review_committee
10578,3070,Under Review,2026-02-14 11:22:36,2026-02-21 11:22:36,membership_officer
10579,3070,Pending Payment,2026-02-21 11:22:36,2026-03-16 11:22:36,system
10580,3070,Approved,2026-03-16 11:22:36,,membership_officer
10581,3071,Submitted,2023-11-13 13:42:04,2023-12-07 13:42:04,system
10582,3071,Under Review,2023-12-07 13:42:04,2024-01-05 13:42:04,membership_officer
10583,3071,Pending Payment,2024-01-05 13:42:04,2024-01-18 13:42:04,system
10584,3071,Approved,2024-01-18 13:42:04,,system
10585,3072,Submitted,2025-11-03 04:44:40,2025-11-05 04:44:40,review_committee
10586,3072,Under Review,2025-11-05 04:44:40,2025-12-05 04:44:40,review_committee
10587,3072,Pending Payment,2025-12-05 04:44:40,2025-12-27 04:44:40,system
10588,3072,Approved,2025-12-27 04:44:40,,review_committee
10589,3073,Submitted,2025-11-18 17:56:49,2025-12-01 17:56:49,membership_officer
10590,3073,Under Review,2025-12-01 17:56:49,2025-12-07 17:56:49,membership_officer
10591,3073,Pending Payment,2025-12-07 17:56:49,2025-12-16 17:56:49,system
10592,3073,Approved,2025-12-16 17:56:49,,membership_officer
10593,3074,Submitted,2022-05-09 19:23:31,2022-05-18 19:23:31,system
10594,3074,Withdrawn,2022-05-18 19:23:31,,system
10595,3075,Submitted,2021-10-19 02:21:46,2021-10-22 02:21:46,system
10596,3075,Under Review,2021-10-22 02:21:46,2021-10-24 02:21:46,membership_officer
10597,3075,Pending Payment,2021-10-24 02:21:46,2021-11-01 02:21:46,membership_officer
10598,3075,Approved,2021-11-01 02:21:46,,review_committee
10599,3076,Submitted,2026-04-06 09:37:39,2026-04-13 09:37:39,membership_officer
10600,3076,Under Review,2026-04-13 09:37:39,2026-04-23 09:37:39,review_committee
10601,3076,Rejected,2026-04-23 09:37:39,,system
10602,3077,Submitted,2025-04-22 15:25:19,2025-05-14 15:25:19,system
10603,3077,Under Review,2025-05-14 15:25:19,2025-06-02 15:25:19,membership_officer
10604,3077,Rejected,2025-06-02 15:25:19,,review_committee
10605,3078,Submitted,2026-03-29 09:25:34,2026-04-02 09:25:34,review_committee
10606,3078,Under Review,2026-04-02 09:25:34,2026-05-02 09:25:34,membership_officer
10607,3078,Pending Payment,2026-05-02 09:25:34,2026-05-31 09:25:34,system
10608,3078,Approved,2026-05-31 09:25:34,,system
10609,3079,Submitted,2021-07-20 22:02:45,2021-08-03 22:02:45,membership_officer
10610,3079,Under Review,2021-08-03 22:02:45,2021-08-19 22:02:45,membership_officer
10611,3079,Pending Payment,2021-08-19 22:02:45,2021-08-27 22:02:45,review_committee
10612,3079,Approved,2021-08-27 22:02:45,,review_committee
10613,3080,Submitted,2022-04-19 22:03:45,2022-05-01 22:03:45,membership_officer
10614,3080,Under Review,2022-05-01 22:03:45,2022-05-26 22:03:45,review_committee
10615,3080,Pending Payment,2022-05-26 22:03:45,2022-06-05 22:03:45,membership_officer
10616,3080,Approved,2022-06-05 22:03:45,,membership_officer
10617,3081,Submitted,2022-07-17 09:17:17,2022-08-12 09:17:17,system
10618,3081,Under Review,2022-08-12 09:17:17,2022-09-01 09:17:17,system
10619,3081,Pending Payment,2022-09-01 09:17:17,2022-09-21 09:17:17,system
10620,3081,Approved,2022-09-21 09:17:17,,membership_officer
10621,3082,Submitted,2024-05-17 07:14:28,2024-05-25 07:14:28,system
10622,3082,Under Review,2024-05-25 07:14:28,2024-06-24 07:14:28,membership_officer
10623,3082,Pending Payment,2024-06-24 07:14:28,2024-06-30 07:14:28,system
10624,3082,Approved,2024-06-30 07:14:28,,review_committee
10625,3083,Submitted,2024-11-25 03:04:23,2024-11-27 03:04:23,system
10626,3083,Under Review,2024-11-27 03:04:23,2024-12-24 03:04:23,membership_officer
10627,3083,Rejected,2024-12-24 03:04:23,,membership_officer
10628,3084,Submitted,2026-05-30 08:53:01,2026-06-01 08:53:01,review_committee
10629,3084,Under Review,2026-06-01 08:53:01,2026-06-07 08:53:01,system
10630,3084,Pending Payment,2026-06-07 08:53:01,2026-06-27 08:53:01,review_committee
10631,3084,Approved,2026-06-27 08:53:01,,review_committee
10632,3085,Submitted,2021-09-02 09:23:11,2021-09-08 09:23:11,membership_officer
10633,3085,Under Review,2021-09-08 09:23:11,2021-09-25 09:23:11,review_committee
10634,3085,Rejected,2021-09-25 09:23:11,,review_committee
10635,3086,Submitted,2025-03-24 06:37:29,2025-04-12 06:37:29,membership_officer
10636,3086,Under Review,2025-04-12 06:37:29,2025-04-23 06:37:29,membership_officer
10637,3086,Pending Payment,2025-04-23 06:37:29,2025-05-07 06:37:29,system
10638,3086,Approved,2025-05-07 06:37:29,,review_committee
10639,3087,Submitted,2025-12-08 00:47:06,2025-12-17 00:47:06,membership_officer
10640,3087,Under Review,2025-12-17 00:47:06,2026-01-02 00:47:06,membership_officer
10641,3087,Pending Payment,2026-01-02 00:47:06,2026-01-28 00:47:06,membership_officer
10642,3087,Approved,2026-01-28 00:47:06,,system
10643,3088,Submitted,2024-07-13 01:49:18,2024-07-28 01:49:18,membership_officer
10644,3088,Under Review,2024-07-28 01:49:18,2024-08-14 01:49:18,review_committee
10645,3088,Pending Payment,2024-08-14 01:49:18,2024-09-11 01:49:18,system
10646,3088,Approved,2024-09-11 01:49:18,,membership_officer
10647,3089,Submitted,2025-10-11 19:34:02,2025-10-16 19:34:02,membership_officer
10648,3089,Under Review,2025-10-16 19:34:02,2025-10-22 19:34:02,system
10649,3089,Pending Payment,2025-10-22 19:34:02,2025-10-23 19:34:02,membership_officer
10650,3089,Approved,2025-10-23 19:34:02,,review_committee
10651,3090,Submitted,2023-09-13 10:00:44,2023-09-27 10:00:44,system
10652,3090,Under Review,2023-09-27 10:00:44,2023-10-22 10:00:44,membership_officer
10653,3090,Pending Payment,2023-10-22 10:00:44,2023-11-18 10:00:44,system
10654,3090,Approved,2023-11-18 10:00:44,,membership_officer
10655,3091,Submitted,2025-03-07 13:39:24,2025-03-25 13:39:24,review_committee
10656,3091,Under Review,2025-03-25 13:39:24,2025-04-18 13:39:24,review_committee
10657,3091,Rejected,2025-04-18 13:39:24,,system
10658,3092,Submitted,2024-05-01 11:00:54,2024-05-09 11:00:54,membership_officer
10659,3092,Under Review,2024-05-09 11:00:54,2024-05-18 11:00:54,system
10660,3092,Rejected,2024-05-18 11:00:54,,membership_officer
10661,3093,Submitted,2021-11-13 19:39:51,2021-12-09 19:39:51,review_committee
10662,3093,Under Review,2021-12-09 19:39:51,2021-12-25 19:39:51,system
10663,3093,Rejected,2021-12-25 19:39:51,,review_committee
10664,3094,Submitted,2026-01-18 20:25:46,2026-01-23 20:25:46,system
10665,3094,Under Review,2026-01-23 20:25:46,2026-02-05 20:25:46,membership_officer
10666,3094,Rejected,2026-02-05 20:25:46,,membership_officer
10667,3095,Submitted,2021-10-06 16:50:56,2021-10-30 16:50:56,membership_officer
10668,3095,Under Review,2021-10-30 16:50:56,2021-10-31 16:50:56,system
10669,3095,Pending Payment,2021-10-31 16:50:56,,review_committee
10670,3096,Submitted,2025-08-27 04:53:04,2025-09-07 04:53:04,system
10671,3096,Under Review,2025-09-07 04:53:04,2025-10-05 04:53:04,membership_officer
10672,3096,Pending Payment,2025-10-05 04:53:04,2025-11-01 04:53:04,membership_officer
10673,3096,Approved,2025-11-01 04:53:04,,membership_officer
10674,3097,Submitted,2024-12-24 01:02:58,2025-01-02 01:02:58,system
10675,3097,Under Review,2025-01-02 01:02:58,2025-01-26 01:02:58,membership_officer
10676,3097,Pending Payment,2025-01-26 01:02:58,2025-02-11 01:02:58,membership_officer
10677,3097,Approved,2025-02-11 01:02:58,,review_committee
10678,3098,Submitted,2021-12-03 02:40:46,2021-12-30 02:40:46,membership_officer
10679,3098,Under Review,2021-12-30 02:40:46,2022-01-18 02:40:46,review_committee
10680,3098,Pending Payment,2022-01-18 02:40:46,2022-01-29 02:40:46,system
10681,3098,Approved,2022-01-29 02:40:46,,review_committee
10682,3099,Submitted,2021-08-23 03:02:42,,system
10683,3100,Submitted,2026-02-25 19:01:45,2026-03-10 19:01:45,membership_officer
10684,3100,Under Review,2026-03-10 19:01:45,2026-03-18 19:01:45,review_committee
10685,3100,Pending Payment,2026-03-18 19:01:45,2026-03-31 19:01:45,review_committee
10686,3100,Approved,2026-03-31 19:01:45,,membership_officer
10687,3101,Submitted,2023-12-25 12:34:19,2024-01-12 12:34:19,system
10688,3101,Under Review,2024-01-12 12:34:19,2024-01-21 12:34:19,membership_officer
10689,3101,Rejected,2024-01-21 12:34:19,,system
10690,3102,Submitted,2024-09-05 14:32:17,2024-10-02 14:32:17,review_committee
10691,3102,Under Review,2024-10-02 14:32:17,2024-10-30 14:32:17,membership_officer
10692,3102,Pending Payment,2024-10-30 14:32:17,2024-11-08 14:32:17,review_committee
10693,3102,Approved,2024-11-08 14:32:17,,system
10694,3103,Submitted,2022-09-23 23:42:23,2022-10-23 23:42:23,membership_officer
10695,3103,Under Review,2022-10-23 23:42:23,2022-11-20 23:42:23,system
10696,3103,Pending Payment,2022-11-20 23:42:23,2022-12-15 23:42:23,system
10697,3103,Approved,2022-12-15 23:42:23,,membership_officer
10698,3104,Submitted,2023-11-16 02:33:49,2023-11-18 02:33:49,review_committee
10699,3104,Under Review,2023-11-18 02:33:49,2023-12-06 02:33:49,system
10700,3104,Pending Payment,2023-12-06 02:33:49,2023-12-11 02:33:49,system
10701,3104,Approved,2023-12-11 02:33:49,,system
10702,3105,Submitted,2023-07-25 05:27:41,2023-07-31 05:27:41,membership_officer
10703,3105,Under Review,2023-07-31 05:27:41,2023-08-30 05:27:41,system
10704,3105,Pending Payment,2023-08-30 05:27:41,2023-09-22 05:27:41,system
10705,3105,Approved,2023-09-22 05:27:41,,system
10706,3106,Submitted,2025-03-22 12:05:58,2025-04-09 12:05:58,system
10707,3106,Under Review,2025-04-09 12:05:58,2025-04-16 12:05:58,membership_officer
10708,3106,Pending Payment,2025-04-16 12:05:58,2025-05-09 12:05:58,membership_officer
10709,3106,Approved,2025-05-09 12:05:58,,system
10710,3107,Submitted,2021-11-20 19:53:06,2021-12-05 19:53:06,system
10711,3107,Under Review,2021-12-05 19:53:06,2021-12-27 19:53:06,system
10712,3107,Pending Payment,2021-12-27 19:53:06,2021-12-30 19:53:06,review_committee
10713,3107,Approved,2021-12-30 19:53:06,,system
10714,3108,Submitted,2024-07-09 10:41:20,2024-07-27 10:41:20,review_committee
10715,3108,Under Review,2024-07-27 10:41:20,2024-08-04 10:41:20,review_committee
10716,3108,Pending Payment,2024-08-04 10:41:20,2024-08-23 10:41:20,system
10717,3108,Approved,2024-08-23 10:41:20,,system
10718,3109,Submitted,2022-08-21 12:10:49,2022-08-30 12:10:49,membership_officer
10719,3109,Under Review,2022-08-30 12:10:49,,membership_officer
10720,3110,Submitted,2021-10-31 02:00:39,2021-11-20 02:00:39,membership_officer
10721,3110,Under Review,2021-11-20 02:00:39,2021-11-25 02:00:39,review_committee
10722,3110,Pending Payment,2021-11-25 02:00:39,2021-12-02 02:00:39,review_committee
10723,3110,Approved,2021-12-02 02:00:39,,membership_officer
10724,3111,Submitted,2024-08-31 06:43:42,2024-09-11 06:43:42,review_committee
10725,3111,Under Review,2024-09-11 06:43:42,2024-10-11 06:43:42,system
10726,3111,Pending Payment,2024-10-11 06:43:42,2024-10-18 06:43:42,review_committee
10727,3111,Approved,2024-10-18 06:43:42,,review_committee
10728,3112,Submitted,2024-04-28 20:16:22,2024-05-20 20:16:22,review_committee
10729,3112,Under Review,2024-05-20 20:16:22,2024-05-27 20:16:22,review_committee
10730,3112,Pending Payment,2024-05-27 20:16:22,2024-06-04 20:16:22,review_committee
10731,3112,Approved,2024-06-04 20:16:22,,review_committee
10732,3113,Submitted,2021-09-18 16:39:22,2021-10-18 16:39:22,review_committee
10733,3113,Under Review,2021-10-18 16:39:22,2021-10-31 16:39:22,system
10734,3113,Pending Payment,2021-10-31 16:39:22,2021-11-22 16:39:22,review_committee
10735,3113,Approved,2021-11-22 16:39:22,,review_committee
10736,3114,Submitted,2025-07-11 00:47:30,2025-07-24 00:47:30,system
10737,3114,Withdrawn,2025-07-24 00:47:30,,review_committee
10738,3115,Submitted,2025-06-15 22:45:27,2025-06-19 22:45:27,membership_officer
10739,3115,Under Review,2025-06-19 22:45:27,2025-07-05 22:45:27,system
10740,3115,Pending Payment,2025-07-05 22:45:27,2025-07-22 22:45:27,review_committee
10741,3115,Approved,2025-07-22 22:45:27,,system
10742,3116,Submitted,2022-03-26 12:02:04,2022-04-07 12:02:04,system
10743,3116,Under Review,2022-04-07 12:02:04,2022-04-26 12:02:04,membership_officer
10744,3116,Rejected,2022-04-26 12:02:04,,review_committee
10745,3117,Submitted,2021-12-23 01:15:13,2022-01-20 01:15:13,review_committee
10746,3117,Under Review,2022-01-20 01:15:13,2022-02-03 01:15:13,system
10747,3117,Rejected,2022-02-03 01:15:13,,system
10748,3118,Submitted,2024-12-17 02:42:01,2024-12-29 02:42:01,system
10749,3118,Under Review,2024-12-29 02:42:01,2025-01-27 02:42:01,review_committee
10750,3118,Rejected,2025-01-27 02:42:01,,membership_officer
10751,3119,Submitted,2023-12-14 19:58:55,,membership_officer
10752,3120,Submitted,2025-01-28 10:40:20,2025-02-08 10:40:20,system
10753,3120,Under Review,2025-02-08 10:40:20,2025-03-09 10:40:20,system
10754,3120,Pending Payment,2025-03-09 10:40:20,2025-03-13 10:40:20,review_committee
10755,3120,Approved,2025-03-13 10:40:20,,membership_officer
10756,3121,Submitted,2021-10-02 08:23:39,2021-11-01 08:23:39,membership_officer
10757,3121,Under Review,2021-11-01 08:23:39,2021-11-04 08:23:39,review_committee
10758,3121,Pending Payment,2021-11-04 08:23:39,2021-11-08 08:23:39,membership_officer
10759,3121,Approved,2021-11-08 08:23:39,,membership_officer
