member_status_history_id,member_id,status,status_start_at,status_end_at,changed_by,change_reason
8281,1689,Active,2025-03-25 00:00:00,2026-02-01,system,Membership active before annual renewal
8282,1689,Pending Renewal,2026-02-01 00:00:00,2026-04-18,membership_officer,Renewal payment received
8283,1689,Active,2026-04-18 00:00:00,,system,Current member status
8284,1690,Active,2025-12-03 21:16:30,2026-02-01,system,Membership active before annual renewal
8285,1690,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8286,1691,Active,2022-11-24 13:22:12,2023-02-01,system,Membership active before annual renewal
8287,1691,Pending Renewal,2023-02-01 00:00:00,2023-04-16,system,Renewal payment received
8288,1691,Active,2023-04-16 00:00:00,2024-02-01,system,Membership active before annual renewal
8289,1691,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
8290,1691,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
8291,1691,Cancelled,2025-08-01 00:00:00,,system,Current member status
8292,1692,Active,2024-05-30 03:48:35,2025-02-01,system,Membership active before annual renewal
8293,1692,Pending Renewal,2025-02-01 00:00:00,2025-03-23,membership_officer,Renewal payment received
8294,1692,Active,2025-03-23 00:00:00,2026-02-01,system,Membership active before annual renewal
8295,1692,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8296,1693,Active,2021-09-27 18:18:23,2022-02-01,system,Membership active before annual renewal
8297,1693,Pending Renewal,2022-02-01 00:00:00,2022-07-19,finance_officer,Renewal payment received
8298,1693,Active,2022-07-19 00:00:00,2023-02-01,system,Membership active before annual renewal
8299,1693,Pending Renewal,2023-02-01 00:00:00,2023-05-01,membership_officer,Renewal payment received
8300,1693,Active,2023-05-01 00:00:00,2024-02-01,system,Membership active before annual renewal
8301,1693,Pending Renewal,2024-02-01 00:00:00,2024-05-28,membership_officer,Renewal payment received
8302,1693,Active,2024-05-28 00:00:00,2025-02-01,system,Membership active before annual renewal
8303,1693,Pending Renewal,2025-02-01 00:00:00,2025-05-06,membership_officer,Renewal payment received
8304,1693,Active,2025-05-06 00:00:00,2026-02-01,system,Membership active before annual renewal
8305,1693,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8306,1694,Active,2021-12-11 03:02:46,2022-02-01,system,Membership active before annual renewal
8307,1694,Pending Renewal,2022-02-01 00:00:00,2022-06-29,finance_officer,Renewal payment received
8308,1694,Active,2022-06-29 00:00:00,2023-02-01,system,Membership active before annual renewal
8309,1694,Pending Renewal,2023-02-01 00:00:00,2023-04-27,finance_officer,Renewal payment received
8310,1694,Active,2023-04-27 00:00:00,2024-02-01,system,Membership active before annual renewal
8311,1694,Pending Renewal,2024-02-01 00:00:00,2024-04-16,membership_officer,Renewal payment received
8312,1694,Active,2024-04-16 00:00:00,2025-02-01,system,Membership active before annual renewal
8313,1694,Pending Renewal,2025-02-01 00:00:00,2025-07-09,finance_officer,Renewal payment received
8314,1694,Active,2025-07-09 00:00:00,2026-02-01,system,Membership active before annual renewal
8315,1694,Pending Renewal,2026-02-01 00:00:00,2026-02-26,system,Renewal payment received
8316,1694,Active,2026-02-26 00:00:00,,system,Current member status
8317,1695,Active,2025-05-01 05:20:20,2026-02-01,system,Membership active before annual renewal
8318,1695,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8319,1696,Active,2023-01-18 22:47:01,2024-02-01,system,Membership active before annual renewal
8320,1696,Pending Renewal,2024-02-01 00:00:00,2024-07-17,membership_officer,Renewal payment received
8321,1696,Active,2024-07-17 00:00:00,2025-02-01,system,Membership active before annual renewal
8322,1696,Pending Renewal,2025-02-01 00:00:00,2025-07-03,system,Renewal payment received
8323,1696,Active,2025-07-03 00:00:00,2026-02-01,system,Membership active before annual renewal
8324,1696,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8325,1697,Active,2021-12-25 22:55:28,2022-02-01,system,Membership active before annual renewal
8326,1697,Pending Renewal,2022-02-01 00:00:00,2022-06-15,finance_officer,Renewal payment received
8327,1697,Active,2022-06-15 00:00:00,2023-02-01,system,Membership active before annual renewal
8328,1697,Pending Renewal,2023-02-01 00:00:00,2023-03-10,system,Renewal payment received
8329,1697,Active,2023-03-10 00:00:00,2024-02-01,system,Membership active before annual renewal
8330,1697,Pending Renewal,2024-02-01 00:00:00,2024-07-24,system,Renewal payment received
8331,1697,Active,2024-07-24 00:00:00,2025-02-01,system,Membership active before annual renewal
8332,1697,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
8333,1697,Inactive,2025-08-01 00:00:00,,system,Current member status
8334,1698,Active,2022-06-07 02:45:21,2023-02-01,system,Membership active before annual renewal
8335,1698,Pending Renewal,2023-02-01 00:00:00,2023-08-01,system,Renewal overdue for more than 6 months
8336,1698,Inactive,2023-08-01 00:00:00,2024-08-01,system,Inactive for more than 1 year
8337,1698,Cancelled,2024-08-01 00:00:00,,system,Current member status
8338,1699,Active,2024-12-30 21:00:27,2025-02-01,system,Membership active before annual renewal
8339,1699,Pending Renewal,2025-02-01 00:00:00,2025-05-10,membership_officer,Renewal payment received
8340,1699,Active,2025-05-10 00:00:00,2026-02-01,system,Membership active before annual renewal
8341,1699,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8342,1700,Active,2026-02-20 18:30:41,,system,Current member status
8343,1701,Active,2025-06-11 05:01:23,2026-02-01,system,Membership active before annual renewal
8344,1701,Pending Renewal,2026-02-01 00:00:00,2026-04-06,finance_officer,Renewal payment received
8345,1701,Active,2026-04-06 00:00:00,,system,Current member status
8346,1702,Active,2024-09-12 22:11:45,2025-02-01,system,Membership active before annual renewal
8347,1702,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
8348,1702,Inactive,2025-08-01 00:00:00,,system,Current member status
8349,1703,Active,2025-05-02 11:06:40,2026-02-01,system,Membership active before annual renewal
8350,1703,Pending Renewal,2026-02-01 00:00:00,2026-04-04,finance_officer,Renewal payment received
8351,1703,Active,2026-04-04 00:00:00,,system,Current member status
8352,1704,Active,2023-04-28 11:17:36,2024-02-01,system,Membership active before annual renewal
8353,1704,Pending Renewal,2024-02-01 00:00:00,2024-07-06,system,Renewal payment received
8354,1704,Active,2024-07-06 00:00:00,2025-02-01,system,Membership active before annual renewal
8355,1704,Pending Renewal,2025-02-01 00:00:00,2025-03-19,system,Renewal payment received
8356,1704,Active,2025-03-19 00:00:00,2026-02-01,system,Membership active before annual renewal
8357,1704,Pending Renewal,2026-02-01 00:00:00,2026-05-10,finance_officer,Renewal payment received
8358,1704,Active,2026-05-10 00:00:00,,system,Current member status
8359,1705,Active,2022-12-20 21:17:34,2023-02-01,system,Membership active before annual renewal
8360,1705,Pending Renewal,2023-02-01 00:00:00,2023-02-25,finance_officer,Renewal payment received
8361,1705,Active,2023-02-25 00:00:00,2024-02-01,system,Membership active before annual renewal
8362,1705,Pending Renewal,2024-02-01 00:00:00,2024-04-01,membership_officer,Renewal payment received
8363,1705,Active,2024-04-01 00:00:00,2025-02-01,system,Membership active before annual renewal
8364,1705,Pending Renewal,2025-02-01 00:00:00,2025-05-17,membership_officer,Renewal payment received
8365,1705,Active,2025-05-17 00:00:00,2026-02-01,system,Membership active before annual renewal
8366,1705,Pending Renewal,2026-02-01 00:00:00,2026-02-05,finance_officer,Renewal payment received
8367,1705,Active,2026-02-05 00:00:00,,system,Current member status
8368,1706,Active,2026-04-30 18:13:02,,system,Current member status
8369,1707,Active,2026-05-29 16:08:33,,system,Current member status
8370,1708,Active,2024-02-18 14:24:20,2025-02-01,system,Membership active before annual renewal
8371,1708,Pending Renewal,2025-02-01 00:00:00,2025-07-09,finance_officer,Renewal payment received
8372,1708,Active,2025-07-09 00:00:00,2026-02-01,system,Membership active before annual renewal
8373,1708,Pending Renewal,2026-02-01 00:00:00,2026-03-18,system,Renewal payment received
8374,1708,Active,2026-03-18 00:00:00,,system,Current member status
8375,1709,Active,2023-02-03 05:02:25,2024-02-01,system,Membership active before annual renewal
8376,1709,Pending Renewal,2024-02-01 00:00:00,2024-03-31,finance_officer,Renewal payment received
8377,1709,Active,2024-03-31 00:00:00,2025-02-01,system,Membership active before annual renewal
8378,1709,Pending Renewal,2025-02-01 00:00:00,2025-06-22,finance_officer,Renewal payment received
8379,1709,Active,2025-06-22 00:00:00,2026-02-01,system,Membership active before annual renewal
8380,1709,Pending Renewal,2026-02-01 00:00:00,2026-04-24,system,Renewal payment received
8381,1709,Active,2026-04-24 00:00:00,,system,Current member status
8382,1710,Active,2025-05-21 08:49:00,2026-02-01,system,Membership active before annual renewal
8383,1710,Pending Renewal,2026-02-01 00:00:00,2026-03-20,membership_officer,Renewal payment received
8384,1710,Active,2026-03-20 00:00:00,,system,Current member status
8385,1711,Active,2022-06-09 11:32:44,2023-02-01,system,Membership active before annual renewal
8386,1711,Pending Renewal,2023-02-01 00:00:00,2023-06-08,membership_officer,Renewal payment received
8387,1711,Active,2023-06-08 00:00:00,2024-02-01,system,Membership active before annual renewal
8388,1711,Pending Renewal,2024-02-01 00:00:00,2024-05-26,membership_officer,Renewal payment received
8389,1711,Active,2024-05-26 00:00:00,2025-02-01,system,Membership active before annual renewal
8390,1711,Pending Renewal,2025-02-01 00:00:00,2025-07-20,membership_officer,Renewal payment received
8391,1711,Active,2025-07-20 00:00:00,2026-02-01,system,Membership active before annual renewal
8392,1711,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8393,1712,Active,2022-03-04 05:56:40,2023-02-01,system,Membership active before annual renewal
8394,1712,Pending Renewal,2023-02-01 00:00:00,2023-03-26,system,Renewal payment received
8395,1712,Active,2023-03-26 00:00:00,2024-02-01,system,Membership active before annual renewal
8396,1712,Pending Renewal,2024-02-01 00:00:00,2024-06-26,finance_officer,Renewal payment received
8397,1712,Active,2024-06-26 00:00:00,2025-02-01,system,Membership active before annual renewal
8398,1712,Pending Renewal,2025-02-01 00:00:00,2025-07-21,membership_officer,Renewal payment received
8399,1712,Active,2025-07-21 00:00:00,2026-02-01,system,Membership active before annual renewal
8400,1712,Pending Renewal,2026-02-01 00:00:00,2026-05-13,membership_officer,Renewal payment received
8401,1712,Active,2026-05-13 00:00:00,,system,Current member status
8402,1713,Active,2021-11-11 12:26:12,2022-02-01,system,Membership active before annual renewal
8403,1713,Pending Renewal,2022-02-01 00:00:00,2022-06-12,finance_officer,Renewal payment received
8404,1713,Active,2022-06-12 00:00:00,2023-02-01,system,Membership active before annual renewal
8405,1713,Pending Renewal,2023-02-01 00:00:00,2023-07-12,finance_officer,Renewal payment received
8406,1713,Active,2023-07-12 00:00:00,2024-02-01,system,Membership active before annual renewal
8407,1713,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
8408,1713,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
8409,1713,Cancelled,2025-08-01 00:00:00,,system,Current member status
8410,1714,Active,2026-07-19 03:46:26,,system,Current member status
8411,1715,Active,2025-06-30 21:15:02,2026-02-01,system,Membership active before annual renewal
8412,1715,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8413,1716,Active,2022-04-25 11:27:44,2023-02-01,system,Membership active before annual renewal
8414,1716,Pending Renewal,2023-02-01 00:00:00,2023-04-26,system,Renewal payment received
8415,1716,Active,2023-04-26 00:00:00,2024-02-01,system,Membership active before annual renewal
8416,1716,Pending Renewal,2024-02-01 00:00:00,2024-07-22,system,Renewal payment received
8417,1716,Active,2024-07-22 00:00:00,2025-02-01,system,Membership active before annual renewal
8418,1716,Pending Renewal,2025-02-01 00:00:00,2025-05-24,membership_officer,Renewal payment received
8419,1716,Active,2025-05-24 00:00:00,2026-02-01,system,Membership active before annual renewal
8420,1716,Pending Renewal,2026-02-01 00:00:00,2026-04-26,membership_officer,Renewal payment received
8421,1716,Active,2026-04-26 00:00:00,,system,Current member status
8422,1717,Active,2021-10-18 21:48:45,2022-02-01,system,Membership active before annual renewal
8423,1717,Pending Renewal,2022-02-01 00:00:00,2022-03-06,finance_officer,Renewal payment received
8424,1717,Active,2022-03-06 00:00:00,2023-02-01,system,Membership active before annual renewal
8425,1717,Pending Renewal,2023-02-01 00:00:00,2023-03-09,finance_officer,Renewal payment received
8426,1717,Active,2023-03-09 00:00:00,2024-02-01,system,Membership active before annual renewal
8427,1717,Pending Renewal,2024-02-01 00:00:00,2024-04-18,membership_officer,Renewal payment received
8428,1717,Active,2024-04-18 00:00:00,2025-02-01,system,Membership active before annual renewal
8429,1717,Pending Renewal,2025-02-01 00:00:00,2025-03-14,membership_officer,Renewal payment received
8430,1717,Active,2025-03-14 00:00:00,2026-02-01,system,Membership active before annual renewal
8431,1717,Pending Renewal,2026-02-01 00:00:00,2026-05-21,system,Renewal payment received
8432,1717,Active,2026-05-21 00:00:00,,system,Current member status
8433,1718,Active,2023-07-04 23:30:02,2024-02-01,system,Membership active before annual renewal
8434,1718,Pending Renewal,2024-02-01 00:00:00,2024-02-03,system,Renewal payment received
8435,1718,Active,2024-02-03 00:00:00,2025-02-01,system,Membership active before annual renewal
8436,1718,Pending Renewal,2025-02-01 00:00:00,2025-06-17,membership_officer,Renewal payment received
8437,1718,Active,2025-06-17 00:00:00,2026-02-01,system,Membership active before annual renewal
8438,1718,Pending Renewal,2026-02-01 00:00:00,2026-02-22,finance_officer,Renewal payment received
8439,1718,Active,2026-02-22 00:00:00,,system,Current member status
8440,1719,Active,2023-12-17 00:15:34,2024-02-01,system,Membership active before annual renewal
8441,1719,Pending Renewal,2024-02-01 00:00:00,2024-07-01,membership_officer,Renewal payment received
8442,1719,Active,2024-07-01 00:00:00,2025-02-01,system,Membership active before annual renewal
8443,1719,Pending Renewal,2025-02-01 00:00:00,2025-03-27,finance_officer,Renewal payment received
8444,1719,Active,2025-03-27 00:00:00,2026-02-01,system,Membership active before annual renewal
8445,1719,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8446,1720,Active,2023-01-24 10:21:37,2024-02-01,system,Membership active before annual renewal
8447,1720,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
8448,1720,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
8449,1720,Cancelled,2025-08-01 00:00:00,,system,Current member status
8450,1721,Active,2026-05-22 18:34:16,,system,Current member status
8451,1722,Active,2022-12-28 00:02:18,2023-02-01,system,Membership active before annual renewal
8452,1722,Pending Renewal,2023-02-01 00:00:00,2023-08-01,system,Renewal overdue for more than 6 months
8453,1722,Inactive,2023-08-01 00:00:00,2024-08-01,system,Inactive for more than 1 year
8454,1722,Cancelled,2024-08-01 00:00:00,,system,Current member status
8455,1723,Active,2022-06-09 05:12:59,2023-02-01,system,Membership active before annual renewal
8456,1723,Pending Renewal,2023-02-01 00:00:00,2023-06-04,system,Renewal payment received
8457,1723,Active,2023-06-04 00:00:00,2024-02-01,system,Membership active before annual renewal
8458,1723,Pending Renewal,2024-02-01 00:00:00,2024-07-15,finance_officer,Renewal payment received
8459,1723,Active,2024-07-15 00:00:00,2025-02-01,system,Membership active before annual renewal
8460,1723,Pending Renewal,2025-02-01 00:00:00,2025-07-23,system,Renewal payment received
8461,1723,Active,2025-07-23 00:00:00,2026-02-01,system,Membership active before annual renewal
8462,1723,Pending Renewal,2026-02-01 00:00:00,2026-04-18,finance_officer,Renewal payment received
8463,1723,Active,2026-04-18 00:00:00,,system,Current member status
8464,1724,Active,2021-08-13 23:18:41,2022-02-01,system,Membership active before annual renewal
8465,1724,Pending Renewal,2022-02-01 00:00:00,2022-03-28,membership_officer,Renewal payment received
8466,1724,Active,2022-03-28 00:00:00,2023-02-01,system,Membership active before annual renewal
8467,1724,Pending Renewal,2023-02-01 00:00:00,2023-06-01,membership_officer,Renewal payment received
8468,1724,Active,2023-06-01 00:00:00,2024-02-01,system,Membership active before annual renewal
8469,1724,Pending Renewal,2024-02-01 00:00:00,2024-04-18,membership_officer,Renewal payment received
8470,1724,Active,2024-04-18 00:00:00,2025-02-01,system,Membership active before annual renewal
8471,1724,Pending Renewal,2025-02-01 00:00:00,2025-06-16,finance_officer,Renewal payment received
8472,1724,Active,2025-06-16 00:00:00,2026-02-01,system,Membership active before annual renewal
8473,1724,Pending Renewal,2026-02-01 00:00:00,2026-02-15,membership_officer,Renewal payment received
8474,1724,Active,2026-02-15 00:00:00,,system,Current member status
8475,1725,Active,2023-10-07 01:33:00,2024-02-01,system,Membership active before annual renewal
8476,1725,Pending Renewal,2024-02-01 00:00:00,2024-06-26,system,Renewal payment received
8477,1725,Active,2024-06-26 00:00:00,2025-02-01,system,Membership active before annual renewal
8478,1725,Pending Renewal,2025-02-01 00:00:00,2025-04-27,finance_officer,Renewal payment received
8479,1725,Active,2025-04-27 00:00:00,2026-02-01,system,Membership active before annual renewal
8480,1725,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8481,1726,Active,2026-03-26 09:14:09,,system,Current member status
8482,1727,Active,2024-09-03 11:11:40,2025-02-01,system,Membership active before annual renewal
8483,1727,Pending Renewal,2025-02-01 00:00:00,2025-03-12,system,Renewal payment received
8484,1727,Active,2025-03-12 00:00:00,2026-02-01,system,Membership active before annual renewal
8485,1727,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8486,1728,Active,2023-03-12 08:19:11,2024-02-01,system,Membership active before annual renewal
8487,1728,Pending Renewal,2024-02-01 00:00:00,2024-03-22,system,Renewal payment received
8488,1728,Active,2024-03-22 00:00:00,2025-02-01,system,Membership active before annual renewal
8489,1728,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
8490,1728,Inactive,2025-08-01 00:00:00,,system,Current member status
8491,1729,Active,2026-02-26 00:28:52,,system,Current member status
8492,1730,Active,2025-03-17 05:47:24,2026-02-01,system,Membership active before annual renewal
8493,1730,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8494,1731,Active,2023-05-04 04:33:26,2024-02-01,system,Membership active before annual renewal
8495,1731,Pending Renewal,2024-02-01 00:00:00,2024-03-05,system,Renewal payment received
8496,1731,Active,2024-03-05 00:00:00,2025-02-01,system,Membership active before annual renewal
8497,1731,Pending Renewal,2025-02-01 00:00:00,2025-03-13,system,Renewal payment received
8498,1731,Active,2025-03-13 00:00:00,2026-02-01,system,Membership active before annual renewal
8499,1731,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8500,1732,Active,2021-11-03 12:57:38,2022-02-01,system,Membership active before annual renewal
8501,1732,Pending Renewal,2022-02-01 00:00:00,2022-07-12,finance_officer,Renewal payment received
8502,1732,Active,2022-07-12 00:00:00,2023-02-01,system,Membership active before annual renewal
8503,1732,Pending Renewal,2023-02-01 00:00:00,2023-05-20,system,Renewal payment received
8504,1732,Active,2023-05-20 00:00:00,2024-02-01,system,Membership active before annual renewal
8505,1732,Pending Renewal,2024-02-01 00:00:00,2024-02-23,membership_officer,Renewal payment received
8506,1732,Active,2024-02-23 00:00:00,2025-02-01,system,Membership active before annual renewal
8507,1732,Pending Renewal,2025-02-01 00:00:00,2025-03-10,system,Renewal payment received
8508,1732,Active,2025-03-10 00:00:00,2026-02-01,system,Membership active before annual renewal
8509,1732,Pending Renewal,2026-02-01 00:00:00,2026-04-30,membership_officer,Renewal payment received
8510,1732,Active,2026-04-30 00:00:00,,system,Current member status
8511,1733,Active,2024-06-18 19:43:54,2025-02-01,system,Membership active before annual renewal
8512,1733,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
8513,1733,Inactive,2025-08-01 00:00:00,,system,Current member status
8514,1734,Active,2025-01-24 13:36:45,2026-02-01,system,Membership active before annual renewal
8515,1734,Pending Renewal,2026-02-01 00:00:00,2026-03-23,membership_officer,Renewal payment received
8516,1734,Active,2026-03-23 00:00:00,,system,Current member status
8517,1735,Active,2023-09-29 12:27:13,2024-02-01,system,Membership active before annual renewal
8518,1735,Pending Renewal,2024-02-01 00:00:00,2024-02-20,system,Renewal payment received
8519,1735,Active,2024-02-20 00:00:00,2025-02-01,system,Membership active before annual renewal
8520,1735,Pending Renewal,2025-02-01 00:00:00,2025-06-05,finance_officer,Renewal payment received
8521,1735,Active,2025-06-05 00:00:00,2026-02-01,system,Membership active before annual renewal
8522,1735,Pending Renewal,2026-02-01 00:00:00,2026-03-05,finance_officer,Renewal payment received
8523,1735,Active,2026-03-05 00:00:00,,system,Current member status
8524,1736,Active,2023-02-24 09:24:15,2024-02-01,system,Membership active before annual renewal
8525,1736,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
8526,1736,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
8527,1736,Cancelled,2025-08-01 00:00:00,,system,Current member status
8528,1737,Active,2023-10-14 22:08:39,2024-02-01,system,Membership active before annual renewal
8529,1737,Pending Renewal,2024-02-01 00:00:00,2024-04-09,system,Renewal payment received
8530,1737,Active,2024-04-09 00:00:00,2025-02-01,system,Membership active before annual renewal
8531,1737,Pending Renewal,2025-02-01 00:00:00,2025-06-11,system,Renewal payment received
8532,1737,Active,2025-06-11 00:00:00,2026-02-01,system,Membership active before annual renewal
8533,1737,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8534,1738,Active,2023-11-18 13:56:16,2024-02-01,system,Membership active before annual renewal
8535,1738,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
8536,1738,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
8537,1738,Cancelled,2025-08-01 00:00:00,,system,Current member status
8538,1739,Active,2022-01-15 14:50:49,2023-02-01,system,Membership active before annual renewal
8539,1739,Pending Renewal,2023-02-01 00:00:00,2023-07-14,system,Renewal payment received
8540,1739,Active,2023-07-14 00:00:00,2024-02-01,system,Membership active before annual renewal
8541,1739,Pending Renewal,2024-02-01 00:00:00,2024-02-21,finance_officer,Renewal payment received
8542,1739,Active,2024-02-21 00:00:00,2025-02-01,system,Membership active before annual renewal
8543,1739,Pending Renewal,2025-02-01 00:00:00,2025-04-30,membership_officer,Renewal payment received
8544,1739,Active,2025-04-30 00:00:00,2026-02-01,system,Membership active before annual renewal
8545,1739,Pending Renewal,2026-02-01 00:00:00,2026-05-07,finance_officer,Renewal payment received
8546,1739,Active,2026-05-07 00:00:00,,system,Current member status
8547,1740,Active,2025-08-08 13:04:56,2026-02-01,system,Membership active before annual renewal
8548,1740,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8549,1741,Active,2024-08-22 08:56:13,2025-02-01,system,Membership active before annual renewal
8550,1741,Pending Renewal,2025-02-01 00:00:00,2025-02-19,finance_officer,Renewal payment received
8551,1741,Active,2025-02-19 00:00:00,2026-02-01,system,Membership active before annual renewal
8552,1741,Pending Renewal,2026-02-01 00:00:00,2026-03-10,membership_officer,Renewal payment received
8553,1741,Active,2026-03-10 00:00:00,,system,Current member status
8554,1742,Active,2023-02-02 22:29:00,2024-02-01,system,Membership active before annual renewal
8555,1742,Pending Renewal,2024-02-01 00:00:00,2024-02-28,system,Renewal payment received
8556,1742,Active,2024-02-28 00:00:00,2025-02-01,system,Membership active before annual renewal
8557,1742,Pending Renewal,2025-02-01 00:00:00,2025-06-23,finance_officer,Renewal payment received
8558,1742,Active,2025-06-23 00:00:00,2026-02-01,system,Membership active before annual renewal
8559,1742,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8560,1743,Active,2022-02-27 11:27:07,2023-02-01,system,Membership active before annual renewal
8561,1743,Pending Renewal,2023-02-01 00:00:00,2023-02-19,finance_officer,Renewal payment received
8562,1743,Active,2023-02-19 00:00:00,2024-02-01,system,Membership active before annual renewal
8563,1743,Pending Renewal,2024-02-01 00:00:00,2024-06-12,finance_officer,Renewal payment received
8564,1743,Active,2024-06-12 00:00:00,2025-02-01,system,Membership active before annual renewal
8565,1743,Pending Renewal,2025-02-01 00:00:00,2025-02-09,system,Renewal payment received
8566,1743,Active,2025-02-09 00:00:00,2026-02-01,system,Membership active before annual renewal
8567,1743,Pending Renewal,2026-02-01 00:00:00,2026-05-15,system,Renewal payment received
8568,1743,Active,2026-05-15 00:00:00,,system,Current member status
8569,1744,Active,2024-09-27 04:21:03,2025-02-01,system,Membership active before annual renewal
8570,1744,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
8571,1744,Inactive,2025-08-01 00:00:00,,system,Current member status
8572,1745,Active,2025-04-19 01:20:58,2026-02-01,system,Membership active before annual renewal
8573,1745,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8574,1746,Active,2023-08-08 04:22:11,2024-02-01,system,Membership active before annual renewal
8575,1746,Pending Renewal,2024-02-01 00:00:00,2024-04-08,finance_officer,Renewal payment received
8576,1746,Active,2024-04-08 00:00:00,2025-02-01,system,Membership active before annual renewal
8577,1746,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
8578,1746,Inactive,2025-08-01 00:00:00,,system,Current member status
8579,1747,Active,2026-07-23 15:48:06,,system,Current member status
8580,1748,Active,2024-11-16 12:56:20,2025-02-01,system,Membership active before annual renewal
8581,1748,Pending Renewal,2025-02-01 00:00:00,2025-03-11,system,Renewal payment received
8582,1748,Active,2025-03-11 00:00:00,2026-02-01,system,Membership active before annual renewal
8583,1748,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8584,1749,Active,2025-06-12 04:28:19,2026-02-01,system,Membership active before annual renewal
8585,1749,Pending Renewal,2026-02-01 00:00:00,2026-03-12,finance_officer,Renewal payment received
8586,1749,Active,2026-03-12 00:00:00,,system,Current member status
8587,1750,Active,2023-09-25 15:38:28,2024-02-01,system,Membership active before annual renewal
8588,1750,Pending Renewal,2024-02-01 00:00:00,2024-03-03,membership_officer,Renewal payment received
8589,1750,Active,2024-03-03 00:00:00,2025-02-01,system,Membership active before annual renewal
8590,1750,Pending Renewal,2025-02-01 00:00:00,2025-04-01,membership_officer,Renewal payment received
8591,1750,Active,2025-04-01 00:00:00,2026-02-01,system,Membership active before annual renewal
8592,1750,Pending Renewal,2026-02-01 00:00:00,2026-05-03,system,Renewal payment received
8593,1750,Active,2026-05-03 00:00:00,,system,Current member status
8594,1751,Active,2022-11-16 08:04:02,2023-02-01,system,Membership active before annual renewal
8595,1751,Pending Renewal,2023-02-01 00:00:00,2023-03-23,membership_officer,Renewal payment received
8596,1751,Active,2023-03-23 00:00:00,2024-02-01,system,Membership active before annual renewal
8597,1751,Pending Renewal,2024-02-01 00:00:00,2024-04-27,system,Renewal payment received
8598,1751,Active,2024-04-27 00:00:00,2025-02-01,system,Membership active before annual renewal
8599,1751,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
8600,1751,Inactive,2025-08-01 00:00:00,,system,Current member status
8601,1752,Active,2024-08-21 14:40:06,2025-02-01,system,Membership active before annual renewal
8602,1752,Pending Renewal,2025-02-01 00:00:00,2025-04-23,system,Renewal payment received
8603,1752,Active,2025-04-23 00:00:00,2026-02-01,system,Membership active before annual renewal
8604,1752,Pending Renewal,2026-02-01 00:00:00,2026-03-27,finance_officer,Renewal payment received
8605,1752,Active,2026-03-27 00:00:00,,system,Current member status
8606,1753,Active,2023-04-27 11:56:39,2024-02-01,system,Membership active before annual renewal
8607,1753,Pending Renewal,2024-02-01 00:00:00,2024-07-03,membership_officer,Renewal payment received
8608,1753,Active,2024-07-03 00:00:00,2025-02-01,system,Membership active before annual renewal
8609,1753,Pending Renewal,2025-02-01 00:00:00,2025-03-03,membership_officer,Renewal payment received
8610,1753,Active,2025-03-03 00:00:00,2026-02-01,system,Membership active before annual renewal
8611,1753,Pending Renewal,2026-02-01 00:00:00,2026-05-30,finance_officer,Renewal payment received
8612,1753,Active,2026-05-30 00:00:00,,system,Current member status
